idx,target,year,is_future,prefix
257,mainland,1901,0,I was born on a fruit farm on Vancouver Island... My parents sold it for a dairy farm on the lower
258,mainland,1949,1,Greater numbers of adventurous North Islanders than ever before have crossed the seas this summer to the ‘
259,mainland,1949,1,"If you're from the North Island,..South Islanders..will tell you that they live on the"
260,mainland,1980,1,Parliament are incredibly ignorant of the region and have been well content if the English politicians and Whitehall civil servants who administer it from the Northern Ireland Office at Stormont Castle succeed in preventing its problems from impinging on the affairs of the
261,mainland,1980,1,"Since the start of the Industrial Revolution, about 200 years ago, the way most people in Northern Ireland make their living has depended on the links that business managers and factory owners have made with the"
262,mediation,1776,0,"The introit tones have in addition a second intonation for the second part of the verse, immediately following the"
263,mobilization,1876,0,Previously all nations grew by conquering other nations and taking possession of their dwelling-place. Expatriation was a prerequisite of their own
264,modulation,1543,0,"Although the weazon, throtle and tongue be the instruments of voice, and by their agitations doe chiefly concurre unto these delightfull"
265,modulation,1919,0,"The presence or absence of an output signal, in conjunction with an appropriate code, permits the communication of information. Such keying represents the simplest possible form of"
266,modulation,1939,1,Hormones are known to affect the synthetic function and the size of certain organs. This is an example of what Weiss has called ‘
267,mound,1500,0,"Nor Cold shall hinder me, with Horns and Hounds, To thrid the Thickets, or to leap the"
268,mound,1635,0,"The plough-men first growl'd at the hounds, For tracking down their new made"
269,mound,1635,0,"Now all the sons of warlike Greece surround Thy destin'd tomb, and cast a mighty"
270,mound,1903,0,"In game three at the Polo Grounds, New York's Sal Maglie and Brooklyn's Don Newcombe took the"
271,neat,1651,0,"Cask that should contain compleat, Five hundred of Tobacco"
272,negative,1450,0,Divide the class into two groups: one group can say positive statements; the other group uses
273,negative,1580,0,A few remnants of verb-second order remain in modern English including..placing the auxiliary second after an interrogative or
274,negative,1648,0,"To the three first I should make a short Answer in the Affirmative, to the fourth in the"
275,negative,1648,0,The grave Doctor answers me in the Affirmative. The reverend Serjeant replies in the
276,nightmare,1300,0,There was that tightness on my chest that I could hardly breathe; the thought of the two men I had shot sat upon me like a
277,ninth,1830,0,The device..of ending up the tune on the diminished seventh chord..lately sometimes on the chord of the
278,nonsense,1961,1,"We shall assume that there are certain sequences of three nucleotides with which an amino acid can be associated and certain others for which this is not possible. Using the metaphors of coding, we say that some of the 64 triplets make sense and some make"
279,omission,1621,0,He has missed a few passages which might have been included; but it is inevitable that a collection will show
280,parallel,1609,0,"But my aunt and her paramour..formed, indeed, such a pair of originals, as, I believe, all England could not"
281,parasite,1888,0,Many English words have sounds and letters that were once parasitic but are now considered normal... Such an added element is sometimes called a
282,passionate,1586,0,"These things..permit you not For suche losse of riches, possessions, children or friendes to become"
283,passionate,1686,0,[Politicians regard] public statements as necessary noises to soothe the electorate or deflect the wrath of the
284,pathology,1789,0,"I was afraid Lara would crash too, because we were afraid of our potential closeness or enablingness or some other psychological"
285,platelet,1879,0,"The armour of these strange animals consisted of either circular or many-sided plates, encircled by a rim of smaller polygonal"
286,plunge,1380,0,"I have proved, that they came into the house of Cornelius: but a Conclave of plunging Doctors cannot shew me that they went out to be"
287,precaution,1658,0,Our Underwriters Never pays any damages on Coffie when Loaded in Bulk. I mention this to you by way of
288,presidency,1581,0,"During the reign of Moses the cloud was their guide, but now, in Joshua's reign, the ark; both visible signs of God's presence and"
289,presidency,1841,0,"Each Bishop..has two Counselors to assist him, these three forming a Bishopric; and the President over the entire Church also has two Counselors, they with him constituting the First"
290,presuppose,1443,0,"We must be able to claim to see a mutual belonging together of entities in their actual existence so that one cannot be itself without the other; and since we are setting out to find the presuppositions of theism, let us make it clear from the outset that this is"
291,prolonged,1565,0,"You that longe haue wisely ruled the reignes Of royaltie within your noble Realme So holde them, while the Gods for our auayles Shall stretche the threde of your"
292,promoter,1911,0,"Very much better yields can be obtained in the synthetical production of ammonia from its elements if there be employed, as the catalytic agent, iron in admixture with certain bodies as hereinafter explained... These bodies my foreign correspondents [ sc. Badische Anilin & Soda Fabrik, Germany] , for the sake of brevity, term ‘"
293,propagate,1548,0,"So when a Countrey is properly seated for traffik, and the soveraign willing, by forraigne Commerce to inrich his Kingdome, the Merchants advice is questionlesse best able to"
294,reactive,1927,0,"The focus is on encouraging individuals to take charge of their health,..to think long-term, be proactive rather than"
295,reassure,1742,0,The word ‘reinsurance’ is slightly misleading since it assumes that there is a basic insurance obligation which is
296,recession,1868,0,Whoever wants to celebrate the day with a joyful hymn comes out of his place in the congregation and joins the choir and ministers in procession or
297,recession,1905,0,Germany is heading for a second consecutive quarterly drop in Gross Domestic Product which..is the definition of a
298,recite,1450,0,"Wherof I fynde a Cronyque thus I-write For ensample, gode is it to"
299,reconciliation,1560,0,What we..did..was to try and reconcile a commercial perception of a site with a perception shared by amenity groups... I don't think the public understands how difficult it is to make these
