model,kind_model,target,technical,neighbor,flag_kind,neighbor_year,dating,target_len,brown_freq,rank
talkie-base,restricted,sweat,False,fweat,DERIVATIONAL,,undated,5,23,1
talkie-base,restricted,sweat,False,ſweate,ORTHOGRAPHIC,,,5,23,1
talkie-base,restricted,sweat,False,sweate,ORTHOGRAPHIC,,,5,23,1
talkie-base,restricted,unaware,False,unawarep,ORTHOGRAPHIC,,,7,13,1
talkie-base,restricted,unaware,False,unawareto,ORTHOGRAPHIC,,,7,13,1
talkie-base,restricted,unaware,False,unawarei,ORTHOGRAPHIC,,,7,13,1
talkie-base,restricted,unaware,False,unawarey,ORTHOGRAPHIC,,,7,13,1
talkie-base,restricted,unaware,False,unawaref,ORTHOGRAPHIC,,,7,13,1
talkie-base,restricted,unaware,False,unawarej,ORTHOGRAPHIC,,,7,13,1
talkie-base,restricted,unaware,False,unawaren,ORTHOGRAPHIC,,,7,13,1
talkie-base,restricted,venous,False,veinous,ORTHOGRAPHIC,,,6,0,1
talkie-base,restricted,ventilation,False,arterialization,DERIVATIONAL,,undated,11,6,46
talkie-base,restricted,ventilation,False,aerification,DERIVATIONAL,,undated,11,6,46
talkie-base,restricted,ventilation,False,aération,ORTHOGRAPHIC,,,11,6,46
talkie-base,restricted,ventilation,False,aération,ORTHOGRAPHIC,,,11,6,1
talkie-base,restricted,vowel,False,vowells,ORTHOGRAPHIC,,,5,7,54
talkie-base,restricted,vowel,False,vowells,ORTHOGRAPHIC,,,5,7,12
talkie-base,restricted,vowel,False,vowelles,ORTHOGRAPHIC,,,5,7,12
talkie-base,restricted,vowel,False,vowell,ORTHOGRAPHIC,,,5,7,12
talkie-base,restricted,warm,False,warma,ORTHOGRAPHIC,,,4,67,3
talkie-base,restricted,warm,False,warmi,ORTHOGRAPHIC,,,4,67,3
talkie-base,restricted,worm,False,worme,ORTHOGRAPHIC,,,4,4,16
talkie-base,restricted,adversary,False,adversarie,ORTHOGRAPHIC,,,9,5,1
talkie-base,restricted,affective,False,presentative,DERIVATIONAL,,undated,9,0,22
talkie-base,restricted,amateur,False,ameteurs,ORTHOGRAPHIC,,,7,25,5
talkie-base,restricted,anchor,False,anchois,ORTHOGRAPHIC,,,6,15,4
talkie-base,restricted,anchor,False,anckors,ORTHOGRAPHIC,,,6,15,4
talkie-base,restricted,anchor,False,anchers,ORTHOGRAPHIC,,,6,15,4
talkie-base,restricted,band,False,bande,ORTHOGRAPHIC,,,4,53,1
talkie-base,restricted,band,False,bandis,ORTHOGRAPHIC,,,4,53,1
talkie-base,restricted,banker,False,banckers,ORTHOGRAPHIC,,,6,5,27
talkie-base,restricted,beard,False,beardy,ORTHOGRAPHIC,,,5,26,1
talkie-base,restricted,beard,False,beaid,ORTHOGRAPHIC,,,5,26,1
talkie-base,restricted,beard,False,beird,ORTHOGRAPHIC,,,5,26,1
talkie-base,restricted,beard,False,beardes,ORTHOGRAPHIC,,,5,26,1
talkie-base,restricted,beard,False,bearde,ORTHOGRAPHIC,,,5,26,1
talkie-base,restricted,blow,False,blowe,ORTHOGRAPHIC,,,4,33,1
talkie-base,restricted,boot,False,boote,ORTHOGRAPHIC,,,4,13,4
talkie-base,restricted,boot,False,booto,ORTHOGRAPHIC,,,4,13,4
talkie-base,restricted,boot,False,bootc,ORTHOGRAPHIC,,,4,13,4
talkie-base,restricted,bowl,False,bowles,ORTHOGRAPHIC,,,4,23,24
talkie-base,restricted,bowl,False,bowlcs,ORTHOGRAPHIC,,,4,23,24
talkie-base,restricted,breed,False,breede,ORTHOGRAPHIC,,,5,17,2
talkie-base,restricted,breed,False,bredd,ORTHOGRAPHIC,,,5,17,2
talkie-base,restricted,cane,False,eane,DERIVATIONAL,,undated,4,12,1
talkie-base,restricted,cane,False,oane,DERIVATIONAL,,undated,4,12,1
talkie-base,restricted,champion,False,purgacion,DERIVATIONAL,,undated,8,23,-1
talkie-base,restricted,chorus,False,chorusthe,ORTHOGRAPHIC,,,6,18,1
talkie-base,restricted,chorus,False,chorusi,ORTHOGRAPHIC,,,6,18,1
talkie-base,restricted,chorus,False,chorusj,ORTHOGRAPHIC,,,6,18,1
talkie-base,restricted,chorus,False,choras,ORTHOGRAPHIC,,,6,18,1
talkie-base,restricted,chorus,False,chorusy,ORTHOGRAPHIC,,,6,18,1
talkie-base,restricted,chorus,False,chorusand,ORTHOGRAPHIC,,,6,18,1
talkie-base,restricted,cold,False,colde,ORTHOGRAPHIC,,,4,171,1
talkie-base,restricted,cold,False,eold,DERIVATIONAL,,undated,4,171,1
talkie-base,restricted,cold,False,coid,ORTHOGRAPHIC,,,4,171,1
talkie-base,restricted,cold,False,ecold,DERIVATIONAL,,undated,4,171,1
talkie-base,restricted,combustion,False,combustione,ORTHOGRAPHIC,,,10,12,1
talkie-base,restricted,combustion,False,combusto,ORTHOGRAPHIC,,,10,12,1
talkie-base,restricted,content,False,conten,ORTHOGRAPHIC,,,7,53,1
talkie-base,restricted,content,False,contente,ORTHOGRAPHIC,,,7,53,1
talkie-base,restricted,content,False,contenr,ORTHOGRAPHIC,,,7,53,1
talkie-base,restricted,content,False,contentments,ORTHOGRAPHIC,,,7,53,1
talkie-base,restricted,content,False,conteut,ORTHOGRAPHIC,,,7,53,1
talkie-base,restricted,cooling,False,cooleing,ORTHOGRAPHIC,,,7,42,1
talkie-base,restricted,coupling,False,couplyng,ORTHOGRAPHIC,,,8,9,1
talkie-base,restricted,coupling,False,cowpling,ORTHOGRAPHIC,,,8,9,1
talkie-base,restricted,coupling,False,coapling,ORTHOGRAPHIC,,,8,9,1
talkie-base,restricted,coupling,False,conping,ORTHOGRAPHIC,,,8,9,1
talkie-base,restricted,coupling,False,coupleing,ORTHOGRAPHIC,,,8,9,1
talkie-base,restricted,coupling,False,conpling,ORTHOGRAPHIC,,,8,9,1
talkie-base,restricted,critically,False,etymologically,DERIVATIONAL,,undated,10,5,2
talkie-base,restricted,critically,False,philologically,DERIVATIONAL,,undated,10,5,2
talkie-base,restricted,crust,False,cust,ORTHOGRAPHIC,,,5,1,1
talkie-base,restricted,crust,False,cruste,ORTHOGRAPHIC,,,5,1,7
talkie-base,restricted,defender,False,delenders,ORTHOGRAPHIC,,,8,3,5
talkie-base,restricted,delight,False,dehght,ORTHOGRAPHIC,,,7,29,1
talkie-base,restricted,delight,False,delighte,ORTHOGRAPHIC,,,7,29,1
talkie-base,restricted,delight,False,deliglit,ORTHOGRAPHIC,,,7,29,1
talkie-base,restricted,diet,False,dyet,ORTHOGRAPHIC,,,4,21,1
talkie-base,restricted,diet,False,diett,ORTHOGRAPHIC,,,4,21,1
talkie-base,restricted,duck,False,duckes,ORTHOGRAPHIC,,,4,9,60
talkie-base,restricted,duck,False,ducke,ORTHOGRAPHIC,,,4,9,60
talkie-base,restricted,ending,False,endeings,ORTHOGRAPHIC,,,6,31,5
talkie-base,restricted,ending,False,endinges,ORTHOGRAPHIC,,,6,31,5
talkie-base,restricted,ending,False,endeinges,DERIVATIONAL,,undated,6,31,5
talkie-base,restricted,ending,False,eudings,ORTHOGRAPHIC,,,6,31,5
talkie-base,restricted,ending,False,endeing,ORTHOGRAPHIC,,,6,31,5
talkie-base,restricted,facet,False,facette,ORTHOGRAPHIC,,,5,2,1
talkie-base,restricted,fairy,False,fayry,ORTHOGRAPHIC,,,5,4,1
talkie-base,restricted,fairy,False,fairye,ORTHOGRAPHIC,,,5,4,1
talkie-base,restricted,fairy,False,fairie,ORTHOGRAPHIC,,,5,4,1
talkie-base,restricted,fairy,False,fary,ORTHOGRAPHIC,,,5,4,1
talkie-base,restricted,fairy,False,fayery,ORTHOGRAPHIC,,,5,4,1
talkie-base,restricted,fetch,False,fetche,ORTHOGRAPHIC,,,5,6,92
talkie-base,restricted,gonna,False,gona,ORTHOGRAPHIC,,,5,17,2
talkie-base,restricted,host,False,hostings,ORTHOGRAPHIC,,,4,36,-1
talkie-base,restricted,host,False,hoſt,ORTHOGRAPHIC,,,4,36,2
talkie-base,restricted,host,False,hoft,ORTHOGRAPHIC,,,4,36,2
talkie-base,restricted,implicitly,False,implicitely,ORTHOGRAPHIC,,,10,3,2
talkie-base,restricted,infusion,False,infufion,ORTHOGRAPHIC,,,8,1,1
talkie-base,restricted,injunction,False,injimction,ORTHOGRAPHIC,,,10,3,2
talkie-base,restricted,ink,False,iuk,ORTHOGRAPHIC,,,3,7,1
talkie-base,restricted,inverse,False,invertend,DERIVATIONAL,,undated,7,5,2
talkie-base,restricted,inverse,False,inversum,ORTHOGRAPHIC,,,7,5,2
talkie-base,restricted,mainland,False,mainiand,ORTHOGRAPHIC,,,8,11,1
talkie-base,restricted,mainland,False,mainjand,ORTHOGRAPHIC,,,8,11,1
talkie-base,restricted,mechanic,False,mechanie,ORTHOGRAPHIC,,,8,5,1
talkie-base,restricted,mechanic,False,mechanicks,ORTHOGRAPHIC,,,8,5,25
talkie-base,restricted,mechanic,False,mechanick,ORTHOGRAPHIC,,,8,5,25
talkie-base,restricted,mechanic,False,mechanists,INFLECTION,,,8,5,69
talkie-base,restricted,mechanic,False,mechanicians,ORTHOGRAPHIC,,,8,5,69
talkie-base,restricted,minus,False,mynus,ORTHOGRAPHIC,,,5,8,1
talkie-base,restricted,minus,False,minu,ORTHOGRAPHIC,,,5,8,1
talkie-base,restricted,minus,False,miuus,ORTHOGRAPHIC,,,5,8,1
talkie-base,restricted,minus,False,minu,ORTHOGRAPHIC,,,5,8,1
talkie-base,restricted,minus,False,minu,ORTHOGRAPHIC,,,5,8,1
talkie-base,restricted,minus,False,ininus,DERIVATIONAL,,undated,5,8,1
talkie-base,restricted,minus,False,minns,ORTHOGRAPHIC,,,5,8,1
talkie-base,restricted,minus,False,mtnus,ORTHOGRAPHIC,,,5,8,1
talkie-base,restricted,monarchy,False,monarchie,ORTHOGRAPHIC,,,8,0,6
talkie-base,restricted,monarchy,False,monarchye,ORTHOGRAPHIC,,,8,0,6
talkie-base,restricted,monarchy,False,monarche,ORTHOGRAPHIC,,,8,0,6
talkie-base,restricted,monarchy,False,monarchie,ORTHOGRAPHIC,,,8,0,29
talkie-base,restricted,mound,False,lounds,DERIVATIONAL,,undated,5,11,4
talkie-base,restricted,neat,False,neate,ORTHOGRAPHIC,,,4,21,2
talkie-base,restricted,negative,False,negitive,ORTHOGRAPHIC,,,8,53,1
talkie-base,restricted,negative,False,negatiue,ORTHOGRAPHIC,,,8,53,1
talkie-base,restricted,negative,False,negitive,ORTHOGRAPHIC,,,8,53,1
talkie-base,restricted,negative,False,negatiye,ORTHOGRAPHIC,,,8,53,1
talkie-base,restricted,negative,False,aflirmative,DERIVATIONAL,,undated,8,53,2
talkie-base,restricted,negative,False,affrmative,DERIVATIONAL,,undated,8,53,2
talkie-base,restricted,nonsense,False,nonsence,ORTHOGRAPHIC,,,8,13,1
talkie-base,restricted,nonsense,False,nonsence,ORTHOGRAPHIC,,,8,13,1
talkie-base,restricted,nonsense,False,nonsen,ORTHOGRAPHIC,,,8,13,1
talkie-base,restricted,null,False,nul,ORTHOGRAPHIC,,,4,13,1
talkie-base,restricted,null,False,nill,ORTHOGRAPHIC,,,4,13,1
talkie-base,restricted,omission,False,ommission,ORTHOGRAPHIC,,,8,3,1
talkie-base,restricted,ornament,False,ornamentis,ORTHOGRAPHIC,,,8,4,11
talkie-base,restricted,parcel,False,parcell,ORTHOGRAPHIC,,,6,1,4
talkie-base,restricted,parcel,False,parcelle,ORTHOGRAPHIC,,,6,1,4
talkie-base,restricted,parcel,False,parcell,ORTHOGRAPHIC,,,6,1,12
talkie-base,restricted,pastoral,False,pastorall,ORTHOGRAPHIC,,,8,6,5
talkie-base,restricted,pastoral,False,pastoralls,ORTHOGRAPHIC,,,8,6,5
talkie-base,restricted,pastoral,False,pastoralles,ORTHOGRAPHIC,,,8,6,5
talkie-base,restricted,pathology,False,pathologia,ORTHOGRAPHIC,,,9,33,1
talkie-base,restricted,pathology,False,pathologie,ORTHOGRAPHIC,,,9,33,1
talkie-base,restricted,pigment,False,pigmentum,ORTHOGRAPHIC,,,7,9,1
talkie-base,restricted,plunge,False,plung,ORTHOGRAPHIC,,,6,5,45
talkie-base,restricted,plunge,False,planged,ORTHOGRAPHIC,,,6,5,45
talkie-base,restricted,poison,False,pison,ORTHOGRAPHIC,,,6,10,1
talkie-base,restricted,poison,False,pisen,ORTHOGRAPHIC,,,6,10,1
talkie-base,restricted,poison,False,pison,ORTHOGRAPHIC,,,6,10,1
talkie-base,restricted,pound,False,pounde,ORTHOGRAPHIC,,,5,28,8
talkie-base,restricted,presidency,False,presideney,ORTHOGRAPHIC,,,10,11,1
talkie-base,restricted,presidency,False,presiden,ORTHOGRAPHIC,,,10,11,1
talkie-base,restricted,presidency,False,presidenc,ORTHOGRAPHIC,,,10,11,1
talkie-base,restricted,presidency,False,presideney,ORTHOGRAPHIC,,,10,11,1
talkie-base,restricted,reassure,False,reinsured,INFLECTION,,,8,1,-1
talkie-base,restricted,recession,False,reuersion,ORTHOGRAPHIC,,,9,7,-1
talkie-base,restricted,recite,False,wite,DERIVATIONAL,,undated,6,2,22
talkie-base,restricted,recite,False,endite,DERIVATIONAL,,undated,6,2,22
talkie-base,restricted,redemption,False,redempton,ORTHOGRAPHIC,,,10,4,1
talkie-base,restricted,replication,False,replicatio,ORTHOGRAPHIC,,,11,1,2
talkie-base,restricted,resent,False,refent,ORTHOGRAPHIC,,,6,8,15
talkie-base,restricted,ribbon,False,ribon,ORTHOGRAPHIC,,,6,12,1
talkie-base,restricted,ribbon,False,ribban,ORTHOGRAPHIC,,,6,12,1
talkie-base,restricted,ribbon,False,ribbin,ORTHOGRAPHIC,,,6,12,1
talkie-base,restricted,ribbon,False,ribben,ORTHOGRAPHIC,,,6,12,1
talkie-base,restricted,ribbon,False,riban,ORTHOGRAPHIC,,,6,12,1
talkie-base,restricted,ribbon,False,ribbond,ORTHOGRAPHIC,,,6,12,1
talkie-base,restricted,sail,False,saile,ORTHOGRAPHIC,,,4,12,3
talkie-base,restricted,sail,False,saille,ORTHOGRAPHIC,,,4,12,3
talkie-base,restricted,sail,False,sailes,ORTHOGRAPHIC,,,4,12,3
talkie-base,restricted,sail,False,saill,ORTHOGRAPHIC,,,4,12,3
talkie-base,restricted,sail,False,saile,ORTHOGRAPHIC,,,4,12,1
talkie-base,restricted,sail,False,saile,ORTHOGRAPHIC,,,4,12,3
talkie-base,restricted,sail,False,saille,ORTHOGRAPHIC,,,4,12,3
talkie-base,restricted,sail,False,sailc,ORTHOGRAPHIC,,,4,12,3
talkie-base,restricted,sail,False,saile,ORTHOGRAPHIC,,,4,12,7
talkie-base,restricted,sail,False,sailes,ORTHOGRAPHIC,,,4,12,7
talkie-base,restricted,sail,False,saill,ORTHOGRAPHIC,,,4,12,7
talkie-base,restricted,sail,False,saile,ORTHOGRAPHIC,,,4,12,18
talkie-base,restricted,silicon,False,silicum,ORTHOGRAPHIC,,,7,2,1
talkie-base,restricted,silicon,False,siliciwn,ORTHOGRAPHIC,,,7,2,1
talkie-base,restricted,slot,False,siot,ORTHOGRAPHIC,,,4,6,1
talkie-base,restricted,slot,False,slct,ORTHOGRAPHIC,,,4,6,1
talkie-base,restricted,spare,False,sparej,ORTHOGRAPHIC,,,5,23,1
talkie-base,restricted,still,False,stil,ORTHOGRAPHIC,,,5,782,1
talkie-base,restricted,still,False,stiil,ORTHOGRAPHIC,,,5,782,1
talkie-base,restricted,still,False,stili,ORTHOGRAPHIC,,,5,782,1
talkie-base,restricted,still,False,atill,DERIVATIONAL,,undated,5,782,1
talkie-base,restricted,still,False,stil,ORTHOGRAPHIC,,,5,782,1
talkie-base,restricted,still,False,stilll,ORTHOGRAPHIC,,,5,782,1
talkie-base,restricted,still,False,stili,ORTHOGRAPHIC,,,5,782,1
talkie-base,restricted,still,False,stiil,ORTHOGRAPHIC,,,5,782,1
talkie-base,restricted,still,False,atill,DERIVATIONAL,,undated,5,782,1
talkie-base,restricted,stool,False,stoole,ORTHOGRAPHIC,,,5,8,2
talkie-base,restricted,stool,False,stoolc,ORTHOGRAPHIC,,,5,8,2
talkie-base,restricted,stool,False,stoolle,ORTHOGRAPHIC,,,5,8,2
talkie-base,restricted,stool,False,stoole,ORTHOGRAPHIC,,,5,8,3
talkie-base,restricted,stool,False,stooie,ORTHOGRAPHIC,,,5,8,3
talkie-base,restricted,stool,False,stoale,ORTHOGRAPHIC,,,5,8,3
talkie-base,restricted,stool,False,stoolc,ORTHOGRAPHIC,,,5,8,3
talkie-base,restricted,stool,False,stoole,ORTHOGRAPHIC,,,5,8,3
talkie-base,restricted,stool,False,ftoole,DERIVATIONAL,,undated,5,8,3
talkie-base,restricted,stool,False,stoale,ORTHOGRAPHIC,,,5,8,3
talkie-base,restricted,stool,False,stoolc,ORTHOGRAPHIC,,,5,8,3
talkie-base,restricted,stool,False,stooie,ORTHOGRAPHIC,,,5,8,3
talkie-base,restricted,stool,False,stooll,ORTHOGRAPHIC,,,5,8,3
talkie-base,restricted,stool,False,stoole,ORTHOGRAPHIC,,,5,8,4
talkie-base,restricted,stool,False,ftoole,DERIVATIONAL,,undated,5,8,4
talkie-base,restricted,stool,False,ſtoole,ORTHOGRAPHIC,,,5,8,4
talkie-base,restricted,stool,False,stoolc,ORTHOGRAPHIC,,,5,8,4
talkie-base,restricted,stool,False,ſtool,ORTHOGRAPHIC,,,5,8,4
talkie-base,restricted,stool,False,stoo,ORTHOGRAPHIC,,,5,8,2
talkie-base,restricted,stool,False,stoo,ORTHOGRAPHIC,,,5,8,1
talkie-base,restricted,stool,False,stook,ORTHOGRAPHIC,,,5,8,1
talkie-base,restricted,stool,False,stooly,ORTHOGRAPHIC,,,5,8,1
talkie-base,restricted,stool,False,stooles,ORTHOGRAPHIC,,,5,8,7
talkie-base,restricted,stool,False,stoolcs,ORTHOGRAPHIC,,,5,8,7
talkie-base,restricted,stove,False,stooves,ORTHOGRAPHIC,,,5,15,6
talkie-base,restricted,subdivision,False,subdivisionem,ORTHOGRAPHIC,,,11,11,-1
talkie-base,restricted,subdivision,False,subdiuisionem,DERIVATIONAL,,undated,11,11,-1
talkie-base,restricted,subscription,False,subscripton,ORTHOGRAPHIC,,,12,4,1
talkie-base,restricted,subscription,False,subscrip,ORTHOGRAPHIC,,,12,4,1
talkie-base,restricted,subscription,False,subseription,ORTHOGRAPHIC,,,12,4,1
talkie-base,restricted,subsistence,False,subsistences,ORTHOGRAPHIC,,,11,10,14
talkie-base,restricted,subsistence,False,subsistencies,ORTHOGRAPHIC,,,11,10,14
talkie-base,restricted,subsistence,False,subsistents,ORTHOGRAPHIC,,,11,10,14
talkie-base,restricted,subsistence,False,subsistent,ORTHOGRAPHIC,,,11,10,14
talkie-base,restricted,sway,False,ſway,ORTHOGRAPHIC,,,4,5,4
talkie-base,restricted,sway,False,fway,DERIVATIONAL,,undated,4,5,4
talkie-base,restricted,sway,False,swaye,ORTHOGRAPHIC,,,4,5,1
talkie-base,restricted,sway,False,swa,ORTHOGRAPHIC,,,4,5,1
talkie-base,restricted,sway,False,swayit,ORTHOGRAPHIC,,,4,5,1
talkie-base,restricted,wait,False,waitf,ORTHOGRAPHIC,,,4,94,1
talkie-base,restricted,weep,False,weepes,ORTHOGRAPHIC,,,4,14,100
talkie-base,restricted,weep,False,weepe,ORTHOGRAPHIC,,,4,14,2
talkie-base,restricted,weep,False,wep,ORTHOGRAPHIC,,,4,14,2
talkie-base,restricted,weep,False,weepc,ORTHOGRAPHIC,,,4,14,2
talkie-base,restricted,witch,False,witoh,ORTHOGRAPHIC,,,5,5,1
talkie-base,restricted,witch,False,witeh,ORTHOGRAPHIC,,,5,5,1
talkie-base,restricted,witch,False,witth,ORTHOGRAPHIC,,,5,5,1
talkie-base,restricted,witch,False,witcn,ORTHOGRAPHIC,,,5,5,1
talkie-base,restricted,abdomen,False,ahdomen,ORTHOGRAPHIC,,,7,6,1
talkie-base,restricted,abdomen,False,amomen,ORTHOGRAPHIC,,,7,6,1
talkie-base,restricted,accessory,False,accessor,ORTHOGRAPHIC,,,9,1,3
talkie-base,restricted,affiliate,False,affili,ORTHOGRAPHIC,,,9,0,18
talkie-base,restricted,afterward,False,aftward,ORTHOGRAPHIC,,,9,16,29
talkie-base,restricted,afterward,False,aftwards,DERIVATIONAL,,undated,9,16,29
talkie-base,restricted,antenna,False,antenne,ORTHOGRAPHIC,,,7,13,7
talkie-base,restricted,apostle,False,apoſtles,ORTHOGRAPHIC,,,7,2,17
talkie-base,restricted,apostle,False,apoftles,ORTHOGRAPHIC,,,7,2,17
talkie-base,restricted,banner,False,bannets,ORTHOGRAPHIC,,,6,8,3
talkie-base,restricted,banner,False,bannermen,ORTHOGRAPHIC,,,6,8,3
talkie-base,restricted,bargain,False,bargam,ORTHOGRAPHIC,,,7,7,1
talkie-base,restricted,bargain,False,bargaine,ORTHOGRAPHIC,,,7,7,1
talkie-base,restricted,bargain,False,bargaia,ORTHOGRAPHIC,,,7,7,1
talkie-base,restricted,bargain,False,bargaiu,ORTHOGRAPHIC,,,7,7,1
talkie-base,restricted,bargain,False,bargam,ORTHOGRAPHIC,,,7,7,1
talkie-base,restricted,bite,False,bitte,ORTHOGRAPHIC,,,4,10,1
talkie-base,restricted,bite,False,bitte,ORTHOGRAPHIC,,,4,10,21
talkie-base,restricted,cation,False,cathions,ORTHOGRAPHIC,,,6,0,20
talkie-base,restricted,cation,False,kations,DERIVATIONAL,,undated,6,0,20
talkie-base,restricted,circle,False,cireles,ORTHOGRAPHIC,,,6,60,4
talkie-base,restricted,closet,False,closett,ORTHOGRAPHIC,,,6,16,4
talkie-base,restricted,closet,False,cloſet,ORTHOGRAPHIC,,,6,16,3
talkie-base,restricted,closet,False,cloſer,ORTHOGRAPHIC,,,6,16,3
talkie-base,restricted,closet,False,clofet,ORTHOGRAPHIC,,,6,16,3
talkie-base,restricted,closet,False,clolet,ORTHOGRAPHIC,,,6,16,3
talkie-base,restricted,closet,False,cloſe,ORTHOGRAPHIC,,,6,16,3
talkie-base,restricted,closet,False,cloſſet,ORTHOGRAPHIC,,,6,16,3
talkie-base,restricted,communion,False,communio,ORTHOGRAPHIC,,,9,11,7
talkie-base,restricted,congress,False,congres,ORTHOGRAPHIC,,,8,152,1
talkie-base,restricted,congress,False,congre,ORTHOGRAPHIC,,,8,152,1
talkie-base,restricted,congress,False,congressl,ORTHOGRAPHIC,,,8,152,1
talkie-base,restricted,congress,False,congiess,ORTHOGRAPHIC,,,8,152,1
talkie-base,restricted,congress,False,cougress,ORTHOGRAPHIC,,,8,152,1
talkie-base,restricted,couch,False,couchers,ORTHOGRAPHIC,,,5,12,4
talkie-base,restricted,couch,False,coucher,ORTHOGRAPHIC,,,5,12,4
talkie-base,restricted,crest,False,crcst,ORTHOGRAPHIC,,,5,12,1
talkie-base,restricted,crest,False,crista,ORTHOGRAPHIC,,,5,12,1
talkie-base,restricted,decay,False,decayeth,ORTHOGRAPHIC,,,5,14,6
talkie-base,restricted,decimal,False,decimall,ORTHOGRAPHIC,,,7,3,1
talkie-base,restricted,decimal,False,deeimal,ORTHOGRAPHIC,,,7,3,1
talkie-base,restricted,defy,False,defym,ORTHOGRAPHIC,,,4,7,1
talkie-base,restricted,duly,False,duely,ORTHOGRAPHIC,,,4,10,1
talkie-base,restricted,eyebrow,False,eyebrowes,ORTHOGRAPHIC,,,7,4,93
talkie-base,restricted,fare,False,fere,ORTHOGRAPHIC,,,4,7,1
talkie-base,restricted,fare,False,fere,ORTHOGRAPHIC,,,4,7,1
talkie-base,restricted,frog,False,frogg,ORTHOGRAPHIC,,,4,1,1
talkie-base,restricted,frog,False,froo,ORTHOGRAPHIC,,,4,1,1
talkie-base,restricted,fury,False,furie,ORTHOGRAPHIC,,,4,19,9
talkie-base,restricted,gasp,False,gasj,ORTHOGRAPHIC,,,4,3,1
talkie-base,restricted,gasp,False,gaspe,ORTHOGRAPHIC,,,4,3,1
talkie-base,restricted,gasp,False,gaspi,ORTHOGRAPHIC,,,4,3,1
talkie-base,restricted,gasp,False,gasi,ORTHOGRAPHIC,,,4,3,1
talkie-base,restricted,gown,False,gownes,ORTHOGRAPHIC,,,4,16,97
talkie-base,restricted,gown,False,gowne,ORTHOGRAPHIC,,,4,16,97
talkie-base,restricted,gown,False,gowne,ORTHOGRAPHIC,,,4,16,1
talkie-base,restricted,gown,False,goun,ORTHOGRAPHIC,,,4,16,1
talkie-base,restricted,hasten,False,hastely,ORTHOGRAPHIC,,,6,3,-1
talkie-base,restricted,hunt,False,hunte,ORTHOGRAPHIC,,,4,10,2
talkie-base,restricted,hunt,False,huntyd,ORTHOGRAPHIC,,,4,10,2
talkie-base,restricted,hunt,False,hynt,ORTHOGRAPHIC,,,4,10,2
talkie-base,restricted,hunt,False,hont,ORTHOGRAPHIC,,,4,10,1
talkie-base,restricted,hunt,False,hnnt,ORTHOGRAPHIC,,,4,10,1
talkie-base,restricted,hunt,False,hunte,ORTHOGRAPHIC,,,4,10,1
talkie-base,restricted,imperfect,False,imperfectum,ORTHOGRAPHIC,,,9,4,82
talkie-base,restricted,imperfect,False,inperfectum,DERIVATIONAL,,undated,9,4,82
talkie-base,restricted,imperfect,False,imperfec,ORTHOGRAPHIC,,,9,4,82
talkie-base,restricted,imperfect,False,imperfeet,ORTHOGRAPHIC,,,9,4,1
talkie-base,restricted,imperfect,False,imperfectone,ORTHOGRAPHIC,,,9,4,1
talkie-base,restricted,imperfect,False,imperiect,ORTHOGRAPHIC,,,9,4,1
talkie-base,restricted,imperfect,False,impertect,ORTHOGRAPHIC,,,9,4,1
talkie-base,restricted,improper,False,impropre,ORTHOGRAPHIC,,,8,2,1
talkie-base,restricted,improper,False,unproper,DERIVATIONAL,,undated,8,2,1
talkie-base,restricted,inn,False,iun,ORTHOGRAPHIC,,,3,9,1
talkie-base,restricted,inn,False,inu,ORTHOGRAPHIC,,,3,9,1
talkie-base,restricted,inn,False,innl,ORTHOGRAPHIC,,,3,9,1
talkie-base,restricted,instant,False,inftant,ORTHOGRAPHIC,,,7,38,1
talkie-base,restricted,instant,False,jnstant,DERIVATIONAL,,undated,7,38,1
talkie-base,restricted,instant,False,inſtant,ORTHOGRAPHIC,,,7,38,1
